side,target_atr,stop_atr,target_ticks,stop_ticks,horizon,n,ties,tie_rate,target_first,stop_first,unresolved,gap_ns_median
1,0.75,1.5,19.5689751069142,39.1379502138284,30,33,0,0.0,0,0,0,
1,0.75,1.5,19.5689751069142,39.1379502138284,60,33,0,0.0,0,0,0,
1,1.0,0.5,26.09196680921893,13.045983404609466,15,33,3,0.09090909090909091,0,3,0,153842274514.0
1,1.0,0.5,26.09196680921893,13.045983404609466,30,33,3,0.09090909090909091,0,3,0,153842274514.0
1,1.0,0.5,26.09196680921893,13.045983404609466,60,33,3,0.09090909090909091,0,3,0,153842274514.0
1,1.0,0.75,26.09196680921893,19.5689751069142,15,33,1,0.030303030303030304,0,1,0,152973902110.0
1,1.0,0.75,26.09196680921893,19.5689751069142,30,33,1,0.030303030303030304,0,1,0,152973902110.0
1,1.0,0.75,26.09196680921893,19.5689751069142,60,33,1,0.030303030303030304,0,1,0,152973902110.0
1,1.0,1.0,26.09196680921893,26.09196680921893,15,33,0,0.0,0,0,0,
1,1.0,1.0,26.09196680921893,26.09196680921893,30,33,0,0.0,0,0,0,
1,1.0,1.0,26.09196680921893,26.09196680921893,60,33,0,0.0,0,0,0,
1,1.0,1.5,26.09196680921893,39.1379502138284,15,33,0,0.0,0,0,0,
1,1.0,1.5,26.09196680921893,39.1379502138284,30,33,0,0.0,0,0,0,
1,1.0,1.5,26.09196680921893,39.1379502138284,60,33,0,0.0,0,0,0,
1,1.5,0.5,39.1379502138284,13.045983404609466,15,33,0,0.0,0,0,0,
1,1.5,0.5,39.1379502138284,13.045983404609466,30,33,0,0.0,0,0,0,
1,1.5,0.5,39.1379502138284,13.045983404609466,60,33,0,0.0,0,0,0,
1,1.5,0.75,39.1379502138284,19.5689751069142,15,33,0,0.0,0,0,0,
1,1.5,0.75,39.1379502138284,19.5689751069142,30,33,0,0.0,0,0,0,
1,1.5,0.75,39.1379502138284,19.5689751069142,60,33,0,0.0,0,0,0,
1,1.5,1.0,39.1379502138284,26.09196680921893,15,33,0,0.0,0,0,0,
1,1.5,1.0,39.1379502138284,26.09196680921893,30,33,0,0.0,0,0,0,
1,1.5,1.0,39.1379502138284,26.09196680921893,60,33,0,0.0,0,0,0,
1,1.5,1.5,39.1379502138284,39.1379502138284,15,33,0,0.0,0,0,0,
1,1.5,1.5,39.1379502138284,39.1379502138284,30,33,0,0.0,0,0,0,
1,1.5,1.5,39.1379502138284,39.1379502138284,60,33,0,0.0,0,0,0,
1,2.0,0.5,52.18393361843786,13.045983404609466,15,33,0,0.0,0,0,0,
1,2.0,0.5,52.18393361843786,13.045983404609466,30,33,0,0.0,0,0,0,
1,2.0,0.5,52.18393361843786,13.045983404609466,60,33,0,0.0,0,0,0,
1,2.0,0.75,52.18393361843786,19.5689751069142,15,33,0,0.0,0,0,0,
1,2.0,0.75,52.18393361843786,19.5689751069142,30,33,0,0.0,0,0,0,
1,2.0,0.75,52.18393361843786,19.5689751069142,60,33,0,0.0,0,0,0,
1,2.0,1.0,52.18393361843786,26.09196680921893,15,33,0,0.0,0,0,0,
1,2.0,1.0,52.18393361843786,26.09196680921893,30,33,0,0.0,0,0,0,
1,2.0,1.0,52.18393361843786,26.09196680921893,60,33,0,0.0,0,0,0,
1,2.0,1.5,52.18393361843786,39.1379502138284,15,33,0,0.0,0,0,0,
1,2.0,1.5,52.18393361843786,39.1379502138284,30,33,0,0.0,0,0,0,
1,2.0,1.5,52.18393361843786,39.1379502138284,60,33,0,0.0,0,0,0,
1,3.0,0.5,78.2759004276568,13.045983404609466,15,33,0,0.0,0,0,0,
1,3.0,0.5,78.2759004276568,13.045983404609466,30,33,0,0.0,0,0,0,
1,3.0,0.5,78.2759004276568,13.045983404609466,60,33,0,0.0,0,0,0,
1,3.0,0.75,78.2759004276568,19.5689751069142,15,33,0,0.0,0,0,0,
1,3.0,0.75,78.2759004276568,19.5689751069142,30,33,0,0.0,0,0,0,
1,3.0,0.75,78.2759004276568,19.5689751069142,60,33,0,0.0,0,0,0,
1,3.0,1.0,78.2759004276568,26.09196680921893,15,33,0,0.0,0,0,0,
1,3.0,1.0,78.2759004276568,26.09196680921893,30,33,0,0.0,0,0,0,
1,3.0,1.0,78.2759004276568,26.09196680921893,60,33,0,0.0,0,0,0,
1,3.0,1.5,78.2759004276568,39.1379502138284,15,33,0,0.0,0,0,0,
1,3.0,1.5,78.2759004276568,39.1379502138284,30,33,0,0.0,0,0,0,
1,3.0,1.5,78.2759004276568,39.1379502138284,60,33,0,0.0,0,0,0,
1,4.0,0.5,104.36786723687572,13.045983404609466,15,33,0,0.0,0,0,0,
1,4.0,0.5,104.36786723687572,13.045983404609466,30,33,0,0.0,0,0,0,
1,4.0,0.5,104.36786723687572,13.045983404609466,60,33,0,0.0,0,0,0,
1,4.0,0.75,104.36786723687572,19.5689751069142,15,33,0,0.0,0,0,0,
1,4.0,0.75,104.36786723687572,19.5689751069142,30,33,0,0.0,0,0,0,
1,4.0,0.75,104.36786723687572,19.5689751069142,60,33,0,0.0,0,0,0,
1,4.0,1.0,104.36786723687572,26.09196680921893,15,33,0,0.0,0,0,0,
1,4.0,1.0,104.36786723687572,26.09196680921893,30,33,0,0.0,0,0,0,
1,4.0,1.0,104.36786723687572,26.09196680921893,60,33,0,0.0,0,0,0,
1,4.0,1.5,104.36786723687572,39.1379502138284,15,33,0,0.0,0,0,0,
1,4.0,1.5,104.36786723687572,39.1379502138284,30,33,0,0.0,0,0,0,
