bucket,vol_state,side,target_atr,stop_atr,horizon,n,target,stop,target_max,stop_min,open_pnl,cost_atr,p_target,p_target_max,p_stop,p_neither,ev_barrier,ev_open,ev_lo,ev_hi,cost,p_null,ev_null,ev_delta,lift,mde,thin,beats_mde,passes,undecided,ev_mirror,ev_sym
"(10.0, 14.0]",CONTRACTING,1,2.0,1.0,15,1678,92,449,92,449,395.8739541827617,63.97784355817555,0.054827175208581644,0.054827175208581644,0.26758045292014304,0.6775923718712753,-0.15792610250297973,0.23592011572274235,0.03986657367377004,0.03986657367377004,0.038127439545992584,0.06445383222691611,-0.014054128248179166,0.053920701921949206,-0.00962665701833447,0.08183489304899227,False,False,False,False,-0.10786178246406501,-0.033997604395147485
"(14.0, inf]",EXPANDING,1,4.0,1.0,30,2551,39,1101,39,1101,1106.6438006371948,61.10121343036764,0.01528812230497844,0.01528812230497844,0.4315954527636221,0.5531164249313995,-0.37044296354370837,0.43380784031250286,0.03941300948915215,0.03941300948915215,0.023951867279642353,0.012931798051372897,0.005565294922282276,0.03384771456686987,0.0023563242536055427,0.019627531861811078,False,False,False,False,-0.06449741605766283,-0.012542203284255343
"(10.0, 14.0]",CONTRACTING,1,3.0,0.5,30,1665,62,1103,62,1103,494.3337980645313,63.50327803363372,0.037237237237237236,0.037237237237237236,0.6624624624624624,0.3003003003003003,-0.2195195195195195,0.29689717601473353,0.03923754956810667,0.03923754956810667,0.03814010692710734,0.03734238603297769,-0.028303005149747425,0.0675405547178541,-0.00010514879574045205,0.050986486505636364,False,False,False,False,-0.05263981170934314,-0.006701131070618236
"(10.0, 14.0]",CONTRACTING,1,1.0,1.5,60,1652,945,523,946,522,-32.78574534528244,63.02996017781892,0.5720338983050848,0.572639225181598,0.31658595641646486,0.11138014527845036,0.09715496368038741,-0.01984609282402085,0.03915514193516867,0.040668459126451964,0.038153728921197894,0.5679208404593208,0.006140704383351765,0.033014437551816905,0.00411305784576399,0.601944111421498,False,False,False,False,-0.09712191398609997,-0.02898338602546565
"(14.0, inf]",CONTRACTING,-1,2.0,0.5,30,855,135,581,138,578,75.92564532965397,21.95308796592333,0.15789473684210525,0.16140350877192983,0.6795321637426901,0.1625730994152046,-0.023976608187134502,0.0888019243621684,0.03914918989910017,0.047921119723661566,0.02567612627593372,0.1241806908768822,-0.03996435302299528,0.07911354292209545,0.03371404596522305,0.15675058227596775,False,True,True,False,-0.06923026937631427,-0.015040539738607049
"(10.0, 14.0]",CONTRACTING,1,1.5,1.5,30,1665,460,433,460,433,87.76734397803543,63.50327803363372,0.27627627627627627,0.27627627627627627,0.26006006006006005,0.4636636636636637,0.024324324324324326,0.05271311950632759,0.03889733690354457,0.03889733690354456,0.03814010692710734,0.27812803103782735,0.0013036774615056267,0.03759365944203894,-0.0018517547615510832,0.3091828893441173,False,False,False,False,-0.11517755075775926,-0.03814010692710734
"(10.0, 14.0]",CONTRACTING,1,2.0,0.75,30,1665,225,872,225,872,331.99146831450844,63.50327803363372,0.13513513513513514,0.13513513513513514,0.5237237237237238,0.34114114114114114,-0.12252252252252252,0.19939427526396902,0.03873164581433917,0.03873164581433916,0.03814010692710734,0.13469932104752666,-0.020349481538764584,0.05908112735310375,0.0004358140876084826,0.15863321363619365,False,False,False,False,-0.1002765907004465,-0.03077247244305367
"(14.0, inf]",CONTRACTING,-1,4.0,1.5,15,858,5,112,5,112,202.5392758573235,22.028981079620134,0.005827505827505828,0.005827505827505828,0.13053613053613053,0.8636363636363636,-0.17249417249417248,0.2360597620714726,0.03789078645419973,0.03789078645419973,0.02567480312310039,0.005482844004244782,-0.040698468187897574,0.0785892546420973,0.0003446618232610457,0.013772459551433469,False,False,False,False,-0.10038867209808307,-0.03124894282194167
"(10.0, 14.0]",CONTRACTING,1,1.0,1.0,30,1665,743,624,747,620,7.491499747114936,63.50327803363372,0.44624624624624626,0.4486486486486487,0.3747747747747748,0.17897897897897902,0.07147147147147147,0.004499399247516478,0.03783076379188061,0.04263556859668542,0.03814010692710734,0.43452958292919497,-0.004587640687758997,0.04241840447963961,0.01171666331705129,0.46863192748719085,False,False,False,False,-0.1189157824509001,-0.04054250932950974
"(10.0, 14.0]",CONTRACTING,1,1.5,1.0,15,1678,227,449,227,449,235.17649080495727,63.97784355817555,0.13528009535160906,0.13528009535160906,0.26758045292014304,0.5971394517282478,-0.06466030989272945,0.1401528550685085,0.03736510562978648,0.03736510562978648,0.038127439545992584,0.14387447193723596,-0.016317719168165958,0.053682824797952444,-0.008594376585626895,0.16835467267266252,False,False,False,False,-0.10236622026053878,-0.03250055731537615
"(14.0, inf]",STABLE,1,1.5,1.0,60,2218,784,1134,791,1127,95.91487849623687,56.16247469205734,0.3534715960324617,0.35662759242560865,0.5112714156898106,0.1352569882777277,0.018935978358881875,0.04324385865475062,0.03685861307672657,0.044748604059594015,0.025321223936905925,0.342964151952916,0.02152464098685649,0.015333972089870078,0.01050744407954568,0.37135398485426874,False,False,False,False,-0.10029917930623802,-0.03172028311475573
"(14.0, inf]",EXPANDING,1,3.0,1.0,30,2551,121,1098,121,1098,889.3827895374819,61.10121343036764,0.047432379459035674,0.047432379459035674,0.4304194433555468,0.5221481771854175,-0.2881223049784398,0.34864084262543393,0.03656667036735174,0.03656667036735174,0.023951867279642353,0.040212577502214346,0.004752725559830904,0.03181394480752084,0.007219801956821328,0.051519712353711056,False,False,False,False,-0.0568958628817499,-0.01016459625719908
"(14.0, inf]",CONTRACTING,-1,3.0,0.5,15,858,20,509,20,509,247.53348530842914,22.028981079620134,0.023310023310023312,0.023310023310023312,0.5932400932400932,0.3834498834498835,-0.2266899766899767,0.2885005656275398,0.0361357858144627,0.03613578581446271,0.02567480312310039,0.023346303501945526,-0.02745745695282349,0.06359324276728619,-3.628019192221388e-05,0.039013463172399086,False,False,False,False,-0.07512237309647628,-0.019493293641006788
"(10.0, 14.0]",CONTRACTING,1,4.0,1.5,60,1652,102,667,102,667,714.750629200705,63.02996017781892,0.06174334140435835,0.06174334140435835,0.40375302663438256,0.534503631961259,-0.35865617433414043,0.43265776585999094,0.0358478626046526,0.0358478626046526,0.038153728921197894,0.053872465184461274,-0.000386019465615695,0.03623388207026829,0.007870876219897079,0.07004409160880533,False,False,False,False,-0.04931494869909366,-0.006733543047220531
"(14.0, inf]",EXPANDING,1,1.5,1.5,30,2551,692,686,694,684,143.06436947997938,61.10121343036764,0.27126617012936105,0.2720501764014112,0.2689141513132105,0.45981967855742845,0.0035280282242257936,0.05608168148960383,0.03565784243418728,0.038009861250337805,0.023951867279642353,0.26660761736049604,0.013788417857080135,0.021869424577107145,0.00465855276886501,0.2913382887920504,False,False,False,False,-0.0859135958096225,-0.025127876687717612
"(10.0, 14.0]",CONTRACTING,1,1.0,1.5,30,1665,790,404,791,403,-62.17977189782218,63.50327803363372,0.4744744744744745,0.47507507507507507,0.24264264264264265,0.2828828828828829,0.11051051051051052,-0.037345208347040346,0.03502519523636283,0.03652669673786432,0.03814010692710734,0.4730843840931135,0.005447664475549482,0.029577530760813344,0.0013900903813610088,0.5073778760554567,False,False,False,False,-0.1267043269641681,-0.04583956586390264
"(10.0, 14.0]",CONTRACTING,1,4.0,1.5,15,1678,4,242,4,242,469.050894744283,63.97784355817555,0.0023837902264600714,0.0023837902264600714,0.14421930870083433,0.8533969010727056,-0.2067938021454112,0.2795297346509434,0.03460849295953962,0.03460849295953962,0.038127439545992584,0.004586602293301147,-0.014193805739814094,0.048802298699353715,-0.0022028120668410754,0.009848428498843629,False,False,False,False,-0.11430431855049424,-0.03984791279547731
"(10.0, 14.0]",CONTRACTING,1,3.0,1.5,15,1678,17,242,17,242,433.6399135225413,63.97784355817555,0.010131108462455305,0.010131108462455305,0.14421930870083433,0.8456495828367103,-0.18593563766388557,0.2584266469145061,0.03436356970462798,0.03436356970462798,0.038127439545992584,0.012794206397103198,-0.015363473840811348,0.049727043545439324,-0.0026630979346478935,0.02112604823894682,False,False,False,False,-0.11095698636626998,-0.038296708330821
"(14.0, inf]",CONTRACTING,-1,3.0,0.75,15,858,22,362,22,362,256.935518587067,22.028981079620134,0.02564102564102564,0.02564102564102564,0.4219114219114219,0.5524475524475525,-0.2395104895104895,0.29945864637187297,0.03427335373828307,0.034273353738283066,0.02567480312310039,0.025468694729395117,-0.026266307324857872,0.060539661063140945,0.00017233091163052286,0.04175777804149307,False,False,False,False,-0.05805645645123102,-0.011891551356473972
"(14.0, inf]",STABLE,1,2.0,1.5,30,2239,354,607,356,605,335.3901874291977,56.67423231965815,0.15810629745422064,0.15899955337204108,0.2711031710585083,0.570790531487271,-0.09044216167932112,0.14979463485002129,0.034040176466967186,0.037166572179338775,0.025312296703732983,0.15287865367581932,0.01930365222575,0.014736524241217186,0.00522764377840132,0.17453606830650056,False,False,False,False,-0.08940490235752152,-0.027682362945277168
"(14.0, inf]",EXPANDING,1,4.0,0.75,30,2551,36,1395,36,1395,1049.4309118131616,61.10121343036764,0.014112112896903175,0.014112112896903175,0.546844374754998,0.4390435123480988,-0.35368482947863583,0.4113802084724271,0.03374351171414896,0.03374351171414896,0.023951867279642353,0.012223206377325066,0.009053299764384414,0.024690211949764545,0.001888906519578109,0.018747246177483485,False,False,False,False,-0.05714838432387839,-0.011702436304864717
"(14.0, inf]",EXPANDING,1,1.5,0.75,60,2541,781,1509,788,1502,106.84426170441516,60.8751728936191,0.30735930735930733,0.3101141282959465,0.5938606847697757,0.09878000787091701,0.01564344746162928,0.04204811558615315,0.03373439150365842,0.03993273861109643,0.023957171544124006,0.3028357410379882,0.01929485683819495,0.014439534665463473,0.004523566321319117,0.3285431788907929,False,False,False,False,-0.07445111660519378,-0.02035836255076768
"(10.0, 14.0]",CONTRACTING,1,0.75,1.5,60,1652,1102,453,1104,451,-28.514905873231825,63.02996017781892,0.6670702179176755,0.6682808716707022,0.27421307506053266,0.058716707021791825,0.08898305084745763,-0.017260838906314663,0.03356848301994507,0.036292453964255,0.038153728921197894,0.6577082824334229,6.248404258075523e-05,0.03350599897736432,0.00936193548425257,0.6901637125530039,False,False,False,False,-0.0840099005250209,-0.025220708752537915
"(10.0, 14.0]",CONTRACTING,1,4.0,1.0,60,1652,90,920,90,920,678.3617319058023,63.02996017781892,0.05447941888619855,0.05447941888619855,0.5569007263922519,0.3886198547215496,-0.3389830508474576,0.4106305883207036,0.033493808552048074,0.033493808552048074,0.038153728921197894,0.04800879550451991,-0.010637642471307909,0.044131451023355986,0.006470623381678635,0.063362315363915,False,False,False,False,-0.060874554516449235,-0.01369037298220058
"(10.0, 14.0]",CONTRACTING,1,1.0,1.0,60,1652,842,732,846,728,7.869516840645821,63.02996017781892,0.5096852300242131,0.5121065375302664,0.4430992736077482,0.047215496368038734,0.06658595641646489,0.004763630048817083,0.03319585754408408,0.03803847255619061,0.038153728921197894,0.497801123870022,-0.0033751498682482663,0.036571007412332344,0.011884106154191054,0.5322435869351119,False,False,False,False,-0.1143459303985864,-0.04057503642725116
"(14.0, inf]",EXPANDING,1,4.0,0.5,30,2551,33,1690,33,1690,858.028557345481,61.10121343036764,0.012936103488827911,0.012936103488827911,0.662485299882399,0.3245785966287731,-0.2794982359858879,0.3363498852785108,0.032899782012980536,0.03289978201298053,0.023951867279642353,0.010274579273693534,-0.0031444039108640817,0.03604418592384462,0.0026615242151343775,0.01629765113344625,False,False,False,False,-0.0528235970770134,-0.009961907532016433
"(14.0, inf]",CONTRACTING,-1,4.0,0.5,15,858,5,509,5,509,284.4015384668393,22.028981079620134,0.005827505827505828,0.005827505827505828,0.5932400932400932,0.400932400932401,-0.2733100233100233,0.3314703245534258,0.03248549812030209,0.03248549812030209,0.02567480312310039,0.0044216483905199855,-0.034758533249328434,0.06724403136963053,0.0014058574369858424,0.0119881688478783,False,False,False,False,-0.07682545006611935,-0.02216997597290863
"(14.0, inf]",CONTRACTING,-1,2.0,1.5,60,848,259,311,259,311,-2.229828283187484,21.794415002467627,0.30542452830188677,0.30542452830188677,0.36674528301886794,0.32783018867924524,0.0607311320754717,-0.002629514484890901,0.0324006565027652,0.0324006565027652,0.025700961087815596,0.26270733012306047,-0.10336187732217289,0.13576253382493808,0.0427171981788263,0.3056430416981989,False,False,False,False,-0.09117963643767003,-0.029389489967452418
"(14.0, inf]",STABLE,1,2.0,0.5,60,2218,396,1629,403,1622,150.5155295380396,56.16247469205734,0.17853922452660054,0.18169522091974752,0.7344454463480613,0.08701532912533816,-0.010144274120829576,0.06786092404780866,0.032395425990073154,0.0402854169729406,0.025321223936905925,0.16693418940609953,0.02003273725683186,0.012362688733241294,0.011605035120501012,0.18945667243234302,False,False,False,False,-0.08103981705986452,-0.02432219553489568
"(14.0, inf]",EXPANDING,1,1.5,1.0,60,2541,874,1290,879,1285,121.44287080479654,60.8751728936191,0.34395907123179853,0.345926800472255,0.5076741440377804,0.14836678473042098,0.008264462809917356,0.047793337585516155,0.0321006288513095,0.03701995195245078,0.023957171544124006,0.342964151952916,0.02152464098685649,0.010575987864453011,0.0009949192788825112,0.36947989351569493,False,False,False,False,-0.09493027269102976,-0.03141482191986013
"(10.0, 14.0]",CONTRACTING,1,2.0,1.5,15,1678,93,241,93,241,292.83095386313585,63.97784355817555,0.05542312276519666,0.05542312276519666,0.1436233611442193,0.8009535160905841,-0.10458879618593564,0.17451189145598084,0.03179565572405262,0.031795655724052616,0.038127439545992584,0.06662643331321666,-0.011950750886682448,0.04374640661073507,-0.011203310548019998,0.08426544870859227,False,False,False,False,-0.1136887455897504,-0.04094654493284888
"(14.0, inf]",EXPANDING,1,2.0,1.0,30,2551,378,1090,379,1089,475.38212914346695,61.10121343036764,0.14817718541748334,0.14856918855350842,0.4272834182673461,0.4245393963151705,-0.13092904743237946,0.18635128543452253,0.03147037072250071,0.032646380130575976,0.023951867279642353,0.14402125775022143,0.01129662679612099,0.02017374392637972,0.004155927667261916,0.16381348951978272,False,False,False,False,-0.060733427037709994,-0.014631528157604642
"(14.0, inf]",CONTRACTING,-1,2.0,0.5,15,858,83,507,85,505,136.24631042428385,22.028981079620134,0.09673659673659674,0.09906759906759907,0.5909090909090909,0.3123543123543123,-0.10198135198135198,0.1587952335947364,0.03113907849028405,0.036966584317789875,0.02567480312310039,0.07269189954014857,-0.029331278233578575,0.060470356723862626,0.024044697196448167,0.09863134240705003,False,False,False,False,-0.06666942771237895,-0.01776517461104745
"(14.0, inf]",EXPANDING,1,3.0,0.75,30,2551,111,1392,112,1391,850.7995788919784,61.10121343036764,0.04351234809878479,0.04390435123480988,0.5456683653469228,0.41081928655429245,-0.2787142297138377,0.33351610305448,0.030850006060999906,0.032320017821093984,0.023951867279642353,0.03808680248007086,0.008258292115135887,0.02259171394586402,0.005425545618713931,0.04911548887402134,False,False,False,False,-0.05048324945917562,-0.009816621699087858
"(14.0, inf]",STABLE,1,4.0,1.5,60,2218,77,859,77,859,1104.6222467119937,56.16247469205734,0.034715960324616775,0.034715960324616775,0.3872858431018936,0.5779981965734896,-0.4420649233543733,0.49802626091613783,0.03064011362485861,0.030640113624858613,0.025321223936905925,0.045122168717674334,0.029189347666761605,0.0014507659580970042,-0.010406208393057559,0.05793555137030239,False,False,False,False,-0.17705091145623505,-0.07320539891568822
"(14.0, inf]",CONTRACTING,-1,2.0,0.75,15,858,90,361,90,361,138.69147494738138,22.028981079620134,0.1048951048951049,0.1048951048951049,0.42074592074592077,0.47435897435897434,-0.10576923076923077,0.1616450756962487,0.030201041803917535,0.030201041803917538,0.02567480312310039,0.08277325787053413,-0.027759727038256708,0.05796076884217424,0.022121847024570762,0.11020768229944138,False,False,False,False,-0.051999954933550335,-0.0108994565648164
"(14.0, inf]",CONTRACTING,-1,1.5,1.0,15,858,161,237,162,236,43.15653809123474,22.028981079620134,0.18764568764568765,0.1888111888111888,0.2762237762237762,0.5361305361305362,0.005244755244755245,0.05029899544432953,0.029868947565984384,0.0327827004797373,0.02567480312310039,0.1611248673505483,-0.03220187471977914,0.06207082228576352,0.026520820295139358,0.19715607291217543,False,False,False,False,-0.059230803662055014,-0.014680928048035315
"(10.0, 14.0]",CONTRACTING,1,1.0,1.0,15,1678,541,445,544,442,18.0472857726889,63.97784355817555,0.3224076281287247,0.32419547079856975,0.26519666269368297,0.41239570917759233,0.057210965435041714,0.010755235859766926,0.029838761748816056,0.03341444708850616,0.038127439545992584,0.3152685576342788,-0.0166632696882812,0.04650203143709726,0.007139070494445898,0.34728115280533856,False,False,False,False,-0.10966932618049133,-0.039915282215837636
"(10.0, 14.0]",CONTRACTING,1,1.5,1.5,15,1678,232,241,232,241,127.44429502597312,63.97784355817555,0.13825983313468415,0.13825983313468415,0.1436233611442193,0.7181168057210965,-0.008045292014302742,0.07595011622525216,0.029777384664956833,0.02977738466495683,0.038127439545992584,0.14821967410983705,-0.015177461963110353,0.04495484662806719,-0.0099598409751529,0.1729916544175001,False,False,False,False,-0.10603226375694201,-0.03812743954599259
"(14.0, inf]",CONTRACTING,-1,4.0,0.75,15,858,5,362,5,362,298.9437603392315,22.028981079620134,0.005827505827505828,0.005827505827505828,0.4219114219114219,0.5722610722610724,-0.2931235431235431,0.34841930109467545,0.029620954848031913,0.02962095484803191,0.02567480312310039,0.004775380261761585,-0.03307388639981269,0.06269484124784461,0.0010521255657442432,0.012592057402813772,False,False,False,False,-0.058046946610521594,-0.01421299588124484
"(10.0, 14.0]",CONTRACTING,1,4.0,0.75,15,1678,4,670,4,670,599.6451609990024,63.97784355817555,0.0023837902264600714,0.0023837902264600714,0.399284862932062,0.5983313468414779,-0.2899284862932062,0.3573570685333745,0.029301142694175733,0.029301142694175733,0.038127439545992584,0.004224502112251056,-0.022302559683400818,0.051603702377576555,-0.001840711885790985,0.009299886731966118,False,False,False,False,-0.0959638349871667,-0.03333134614649548
"(10.0, 14.0]",CONTRACTING,1,3.0,0.75,15,1678,17,670,17,670,564.2341797772608,63.97784355817555,0.010131108462455305,0.010131108462455305,0.399284862932062,0.5905840286054826,-0.26907032181168056,0.3362539807969373,0.029056219439264157,0.02905621943926416,0.038127439545992584,0.011828605914302957,-0.023104261677676173,0.05216048111694033,-0.0016974974518476522,0.0198686436561602,False,False,False,False,-0.09275430624052845,-0.031849043400632146
"(10.0, 14.0]",CONTRACTING,1,2.0,0.5,30,1665,194,1095,194,1095,271.11647668143405,63.50327803363372,0.11651651651651651,0.11651651651651651,0.6576576576576577,0.22582582582582578,-0.0957957957957958,0.162832718727588,0.028896816004684883,0.028896816004684883,0.03814010692710734,0.11287584869059165,-0.029803309908359867,0.05870012591304475,0.0036406678259248565,0.1351265901723386,False,False,False,False,-0.07489866951372419,-0.023000926754519653
"(10.0, 14.0]",CONTRACTING,1,2.0,1.0,60,1652,394,885,394,885,207.35635177634396,63.02996017781892,0.23849878934624696,0.23849878934624696,0.5357142857142857,0.2257869249394674,-0.05871670702179177,0.1255183727459709,0.028647936802981257,0.02864793680298125,0.038153728921197894,0.2455411678475446,-0.002329002376209831,0.030976939179191088,-0.00704237850129763,0.2755477381451761,False,False,False,False,-0.1067834762459772,-0.039067769721497975
"(14.0, inf]",EXPANDING,1,3.0,0.5,30,2551,96,1688,96,1688,690.0553450746781,61.10121343036764,0.037632301058408466,0.037632301058408466,0.6617012936103489,0.30066640533124267,-0.21795374362994904,0.27050385930014825,0.028598248390556844,0.028598248390556844,0.023951867279642353,0.032063773250664306,-0.004335083888455864,0.03293333227901271,0.00556852780774416,0.04225216888225429,False,False,False,False,-0.0462131361114436,-0.008807443860443378
"(10.0, 14.0]",CONTRACTING,1,4.0,0.75,60,1652,84,1076,84,1076,580.8698874712518,63.02996017781892,0.05084745762711865,0.05084745762711865,0.6513317191283293,0.29782082324455206,-0.2851089588377724,0.3516161546436149,0.02835346688464459,0.028353466884644588,0.038153728921197894,0.041900806254580994,-0.023120234494113587,0.051473701378758174,0.008946651372537653,0.05633701808474196,False,False,False,False,-0.0532610402913493,-0.012453786703352355
"(14.0, inf]",CONTRACTING,-1,1.5,1.5,15,858,163,110,163,110,-33.3338009480051,22.028981079620134,0.18997668997668998,0.18997668997668998,0.1282051282051282,0.6818181818181819,0.09265734265734266,-0.038850583855483796,0.02813195567875847,0.02813195567875847,0.02567480312310039,0.16607711354793067,-0.03544717810450002,0.0635791337832585,0.02389957642875931,0.20252548219316355,False,False,False,False,-0.07948156192495924,-0.025674803123100387
"(10.0, 14.0]",CONTRACTING,1,1.5,0.75,30,1665,402,860,402,860,150.91245929632987,63.50327803363372,0.24144144144144145,0.24144144144144145,0.5165165165165165,0.24204204204204205,-0.025225225225225224,0.09063811369148941,0.027272781539156847,0.02727278153915684,0.03814010692710734,0.23435984481086325,-0.022816794580275888,0.05008957611943274,0.007081596630578196,0.26379614599509305,False,False,False,False,-0.10057227616777983,-0.03664974731431149
