bucket,vol_state,side,target_atr,stop_atr,horizon,n,target,stop,target_max,stop_min,open_pnl,cost_atr,p_target,p_target_max,p_stop,p_neither,ev_barrier,ev_open,ev_lo,ev_hi,cost,p_null,ev_null,ev_delta,lift,mde,thin,beats_mde,passes,undecided,ev_mirror,ev_sym
"(7.0, 10.0]",STABLE,1,1.5,0.75,15,6535,968,2991,975,2984,856.5708529449008,344.38265460412464,0.1481254781943382,0.14919663351185922,0.4576893649579189,0.3941851568477429,-0.1210788064269319,0.13107434628078055,-0.04270264753775422,-0.04029254807333188,0.052698187391602855,0.14816179179252928,-0.05645089240593124,0.013748244868177023,-3.6313598191090035e-05,0.16059764765727,False,False,False,False,-0.08292649489937755,-0.06281457121856589
"(14.0, inf]",EXPANDING,-1,3.0,0.5,15,2554,72,1581,72,1581,526.454687734294,61.1663577254213,0.028191072826938137,0.028191072826938137,0.6190289741581833,0.35277995301487863,-0.2249412685982772,0.20612947836111747,-0.042761029753769504,-0.0427610297537695,0.02394923951660975,0.023346303501945526,-0.02745745695282349,-0.015303572800946016,0.0048447693249926115,0.032139718229779526,False,False,False,False,0.00890035622573951,-0.016930336764014998
"(7.0, 10.0]",EXPANDING,-1,2.0,1.0,30,3826,747,1908,760,1895,450.7510910581235,200.5004568862689,0.1952430737062206,0.1986408782017773,0.4986931521170936,0.3060637741766858,-0.10820700470465237,0.1178126218134144,-0.042799102411956454,-0.0326056889252863,0.05240471952071848,0.18138053621685676,-0.05826250039356708,0.015463397981610623,0.013862537489363835,0.19902300796620578,False,False,False,False,-0.04328562519024005,-0.04304236380109825
"(7.0, 10.0]",EXPANDING,1,4.0,0.5,30,3826,80,2841,84,2837,1137.0455680275222,200.5004568862689,0.020909566126502875,0.02195504443282802,0.7425509670674334,0.23653946680606375,-0.28763721902770517,0.29718911866898123,-0.042852819879442415,-0.03814816750097927,0.05240471952071848,0.01829358613538735,-0.053067910106766716,0.010215090227324301,0.002615979991115524,0.02464968219644411,False,False,False,False,-0.030150079534317382,-0.0365014497068799
"(10.0, 14.0]",EXPANDING,-1,1.0,1.5,15,2800,980,432,990,422,-348.7200535133584,103.806775555842,0.35,0.3535714285714286,0.15428571428571428,0.4957142857142858,0.11857142857142858,-0.12454287625477085,-0.04304529609614299,-0.03411672466757156,0.03707384841280071,0.3168376584188292,-0.0628862919883217,0.019840995892178706,0.03316234158117076,0.3416132270420217,False,True,False,False,-0.0416347048870857,-0.04234000049161435
"(14.0, inf]",CONTRACTING,-1,0.75,0.75,30,855,384,397,399,382,-5.150963787446749,21.95308796592333,0.44912280701754387,0.4666666666666667,0.464327485380117,0.0865497076023391,-0.011403508771929825,-0.00602451904964532,-0.04310415409750887,-0.016788364623824655,0.02567612627593372,0.4508414526129318,-0.04741860529257913,0.004314451195070262,-0.0017186455953879243,0.49858511370139735,False,False,False,False,-0.03456388792804278,-0.038834021012775825
"(7.0, 10.0]",EXPANDING,-1,1.0,1.0,60,3761,1859,1821,1892,1788,-2.890742816664586,197.27354096545074,0.4942834352565807,0.5030576974208987,0.4841797394310024,0.021536825312416907,0.010103695825578303,-0.0007686101613040644,-0.04311733150282247,-0.025568807174186473,0.05245241716709671,0.48883878241262685,-0.05005283720556305,0.006935505702740576,0.0054446528439538455,0.5116742996371076,False,False,False,False,-0.07933602716000696,-0.061226679331414714
"(0.0, 7.0]",CONTRACTING,1,4.0,0.75,60,6403,503,4685,503,4685,1778.4613119116843,553.8240083541089,0.07855692644073091,0.07855692644073091,0.7316882711229111,0.189754802436358,-0.2345384975792597,0.2777543826193479,-0.04327857198850922,-0.04327857198850922,0.08649445702859736,0.08303990610328639,-0.03125939854429914,-0.01201917344421008,-0.004482979662555481,0.09285130679319131,False,False,False,False,-0.08071847100450785,-0.06199852149650854
"(7.0, 10.0]",EXPANDING,1,2.0,1.0,30,3826,731,1936,741,1926,508.8896549084105,200.5004568862689,0.19106116048092003,0.1936748562467329,0.5060115002613695,0.3029273392577104,-0.12388917929952953,0.13300827363000797,-0.04328562519024005,-0.03544453789280147,0.05240471952071848,0.16901199822248555,-0.05196074254080282,0.008675117350562776,0.02204916225843448,0.1861833104062542,False,True,False,False,-0.042799102411956454,-0.04304236380109825
"(10.0, 14.0]",EXPANDING,1,4.0,0.5,30,2791,36,2046,37,2045,861.6542722562175,103.48692488951522,0.012898602651379433,0.013256897169473307,0.7330705840200645,0.25403081332855604,-0.3149408814045145,0.30872600224156843,-0.043293677045251784,-0.041681351713829355,0.037078797882305704,0.012972841901066925,-0.028102487235746945,-0.015191189809504839,-7.423924968749142e-05,0.019366317388601343,False,False,False,False,-0.03793617441512936,-0.04061492573019057
"(10.0, 14.0]",EXPANDING,1,4.0,0.75,15,2800,17,1347,18,1346,924.4880191549598,103.806775555842,0.006071428571428571,0.0064285714285714285,0.4810714285714286,0.5128571428571428,-0.33651785714285715,0.3301742925553428,-0.04341741300031506,-0.041720984428886485,0.03707384841280071,0.004224502112251056,-0.022302559683400818,-0.021114853316914244,0.001846926459177515,0.008047963253566038,False,False,False,False,-0.02854399400237874,-0.0359807035013469
"(7.0, 10.0]",EXPANDING,-1,0.75,1.5,60,3761,2451,1168,2473,1146,-52.81066191330559,197.27354096545074,0.6516883807498006,0.6575378888593459,0.3105557032704068,0.037755915979792554,0.02293273065674023,-0.014041654324197178,-0.04356134083455366,-0.03039994758807666,0.05245241716709671,0.6523863209319805,-0.03797481503183894,-0.005586525802714716,-0.0006979401821798348,0.6740383698946818,False,False,False,False,-0.09824205985415253,-0.0709017003443531
"(10.0, 14.0]",EXPANDING,1,1.5,0.75,15,2800,396,1336,410,1322,389.7994259912332,103.806775555842,0.14142857142857143,0.14642857142857144,0.47714285714285715,0.3814285714285714,-0.1457142857142857,0.1392140807111547,-0.043574053415931714,-0.03232405341593171,0.03707384841280071,0.13627036813518406,-0.023708804069793296,-0.019865249346138418,0.00515820329338737,0.15472987328099594,False,False,False,False,-0.038248450268986794,-0.04091125184245925
"(7.0, 10.0]",CONTRACTING,-1,1.0,0.75,60,3140,1345,1759,1365,1739,3.2397317687585505,165.86538771846006,0.428343949044586,0.43471337579617836,0.5601910828025478,0.01146496815286624,0.00820063694267516,0.0010317617097957167,-0.04359097323238901,-0.03244447641710239,0.05282337188485989,0.42074408117249157,-0.05704237390876667,0.013451400676377664,0.007599867872094435,0.44547640572414027,False,False,False,False,-0.10106852295002301,-0.07232974809120601
"(10.0, 14.0]",EXPANDING,1,3.0,0.5,30,2791,107,2044,110,2041,682.6588828978888,103.48692488951522,0.038337513436044426,0.039412396990326046,0.7323539949838768,0.22930849158007882,-0.2511644571838051,0.24459293547040087,-0.043650319595709926,-0.03988822715572426,0.037078797882305704,0.03734238603297769,-0.028303005149747425,-0.0153473144459625,0.0009951274030667381,0.04777427663945019,False,False,False,False,-0.04682009033290105,-0.045235204964305484
"(0.0, 7.0]",STABLE,-1,3.0,0.75,30,11530,907,6998,910,6995,2981.517620909905,957.4135127677637,0.07866435385949697,0.07892454466608846,0.6069384215091067,0.3143972246313963,-0.2192107545533391,0.2585878248837732,-0.043659661045781326,-0.0426839455210632,0.08303673137621541,0.07579381830120538,-0.06894143027986914,0.025281769234087814,0.002870535558291587,0.08278458703498853,False,False,False,False,-0.05023474319626175,-0.04694720212102153
"(0.0, 7.0]",STABLE,1,4.0,0.75,30,11530,379,7057,381,7055,4230.333552747343,957.4135127677637,0.03287077189939289,0.033044232437120555,0.6120555073720728,0.35507372072853427,-0.32755854293148307,0.36689796641347294,-0.04369730789422558,-0.04287337034001916,0.08303673137621541,0.033112893391491954,-0.04560578648697441,0.0019084785927488274,-0.00024212149209906775,0.03787513884577883,False,False,False,False,-0.046934701071069555,-0.04531600448264757
"(10.0, 14.0]",STABLE,1,2.0,0.5,30,3792,402,2674,406,2670,510.6425388341251,143.52642635421205,0.1060126582278481,0.1070675105485232,0.705168776371308,0.18881856540084385,-0.1405590717299578,0.13466311678115114,-0.04374575092829297,-0.04110862012660521,0.0378497959794863,0.11287584869059165,-0.029803309908359867,-0.013942441019933104,-0.006863190462743557,0.12750621480994734,False,False,False,False,-0.08032067111016622,-0.062033211019229595
"(7.0, 10.0]",EXPANDING,1,2.0,0.5,60,3761,699,2932,717,2914,100.02144256194437,197.27354096545074,0.18585482584419039,0.19064078702472748,0.7795798989630417,0.034565275192767975,-0.01808029779314012,0.026594374517932562,-0.04393834044230427,-0.03197343749096154,0.05245241716709671,0.1728673431040962,-0.061206349649923816,0.017268009207619547,0.012987482740094175,0.19033959258018615,False,False,False,False,-0.020774459797510168,-0.03235640011990722
"(10.0, 14.0]",EXPANDING,1,2.0,0.5,60,2771,469,2145,478,2136,115.41966750136186,102.7589053624695,0.16925297726452543,0.17250090220137135,0.7740887766149405,0.05665824612053405,-0.04853843377841934,0.04165271292001511,-0.043969410992821235,-0.03584959865070648,0.037083690134417,0.16393843146836062,-0.031308690095281026,-0.012660720897540209,0.005314545796164805,0.1839169520915038,False,False,False,False,-0.047320489331011406,-0.04564495016191632
"(7.0, 10.0]",EXPANDING,1,1.5,1.0,15,3844,656,1349,669,1336,397.2413289023152,201.40036603368605,0.17065556711758584,0.17403746097814776,0.35093652445369405,0.47840790842872016,-0.0949531737773153,0.10334061625970739,-0.044005993010242155,-0.035551258358837365,0.05239343549263425,0.15663449495321594,-0.051256803937829463,0.007250810927587309,0.014021072164369902,0.17326177716395402,False,False,False,False,-0.06293653635667255,-0.05347126468345735
"(10.0, 14.0]",EXPANDING,1,0.75,0.75,60,2771,1366,1393,1422,1337,0.7695138512476034,102.7589053624695,0.49296282930350055,0.5131721400216528,0.5027066041140382,0.004330566582461226,-0.007307831107903284,0.0002777025807461579,-0.04411381866157412,-0.013799852584345688,0.037083690134417,0.5061079892499389,-0.025326843284995224,-0.018786975376578897,-0.01314515994643839,0.5327001394839326,False,False,False,False,-0.06036752768448831,-0.052240673173031216
"(7.0, 10.0]",EXPANDING,-1,1.0,0.75,60,3761,1614,2116,1660,2070,4.301423987398944,197.27354096545074,0.42914118585482586,0.4413719755384206,0.5626163254453602,0.008242488699813921,0.007178941770805637,0.0011436915680401339,-0.04412978382825094,-0.02272590188196006,0.05245241716709671,0.42074408117249157,-0.05704237390876667,0.012912590080515735,0.008397104682334289,0.44333922077462984,False,False,False,False,-0.07807777445619557,-0.06110377914222326
"(10.0, 14.0]",EXPANDING,1,3.0,1.5,15,2800,44,544,45,543,664.0376996574412,103.806775555842,0.015714285714285715,0.01607142857142857,0.19428571428571428,0.79,-0.24428571428571427,0.237156321306229,-0.044203241392286007,-0.042596098535143144,0.03707384841280071,0.012794206397103198,-0.015363473840811348,-0.02883976755147466,0.002920079317182517,0.01913600115606027,False,False,False,False,-0.03234713423123471,-0.038275187811760356
"(14.0, inf]",CONTRACTING,-1,0.75,0.5,60,848,325,519,351,493,0.019886671184221882,21.794415002467627,0.38325471698113206,0.41391509433962265,0.6120283018867925,0.004716981132075526,-0.01857311320754717,2.34512631889409e-05,-0.04425062303217383,-0.0059251513340606195,0.025700961087815596,0.3766720171214553,-0.05197328756298582,0.007722664530811989,0.006582699859676744,0.423565819284364,False,False,False,False,-0.04941645964804887,-0.04683354134011135
"(10.0, 14.0]",EXPANDING,1,0.75,0.75,30,2791,1319,1360,1376,1303,10.532110004107146,103.48692488951522,0.4725904693658187,0.49301325689716946,0.4872805446076675,0.04012898602651377,-0.0110175564313866,0.0037735972784332305,-0.04432275703525907,-0.013688575738232917,0.037078797882305704,0.48181377303588746,-0.02709689082851912,-0.01722586620673995,-0.009223303670068739,0.508315534932418,False,False,False,False,-0.060469020026378495,-0.05239588853081878
"(14.0, inf]",CONTRACTING,1,1.5,0.75,15,858,101,383,106,378,119.71018415356569,22.028981079620134,0.11771561771561771,0.12354312354312354,0.44638694638694637,0.43589743589743596,-0.15821678321678323,0.13952235915333996,-0.044369227186543646,-0.03125733907465553,0.02567480312310039,0.12928899893880438,-0.012691290669617144,-0.031677936516926505,-0.011573381223186671,0.16233461689723244,False,False,False,False,0.018521864601971152,-0.012923681292286247
"(10.0, 14.0]",EXPANDING,-1,1.0,0.5,15,2800,750,1688,800,1638,73.49409394737705,103.806775555842,0.26785714285714285,0.2857142857142857,0.6028571428571429,0.12928571428571434,-0.03357142857142857,0.026247890695491806,-0.04439738628873748,-0.01761167200302319,0.03707384841280071,0.24900422450211226,-0.06325987026096049,0.018862483972223003,0.018852918355030585,0.2721000358994134,False,False,False,False,-0.05666286580158078,-0.050530126045159135
"(7.0, 10.0]",EXPANDING,-1,2.0,1.5,30,3826,817,1232,832,1217,243.78351732411724,200.5004568862689,0.21353894406691062,0.2174594877156299,0.3220073183481443,0.46445373758494507,-0.05593308938839519,0.0637175947005011,-0.044620214208612556,-0.030898311438095048,0.05240471952071848,0.19730410309583765,-0.05979401500491856,0.015173800796306001,0.016234840971072972,0.21550884307157234,False,False,False,False,-0.048756353620807824,-0.046688283914710194
"(10.0, 14.0]",EXPANDING,1,0.75,1.5,15,2800,1291,497,1302,486,-244.21111480267896,103.806775555842,0.4610714285714286,0.465,0.1775,0.36142857142857143,0.07955357142857143,-0.08721825528667106,-0.04473853227090034,-0.035899246556614625,0.03707384841280071,0.4568497284248642,-0.017651911875136712,-0.02708662039576363,0.004221700146564367,0.4832486589561082,False,False,False,False,-0.04182364340966971,-0.043281087840285025
"(10.0, 14.0]",STABLE,-1,0.75,1.5,30,3792,2121,856,2127,850,-333.5779057513845,143.52642635421205,0.5593354430379747,0.5609177215189873,0.22573839662447256,0.21492616033755277,0.08089398734177215,-0.08796885700194738,-0.044924665639661535,-0.041364539057383055,0.0378497959794863,0.5568622696411252,-0.05847967226680486,0.013555006627143325,0.002473173396849493,0.5794200784713233,False,False,False,False,0.006790768801243847,-0.019066948419208845
"(10.0, 14.0]",EXPANDING,1,3.0,0.75,15,2800,41,1347,43,1345,865.2002499989721,103.806775555842,0.014642857142857143,0.015357142857142857,0.4810714285714286,0.5042857142857142,-0.316875,0.30900008928534717,-0.04494875912745352,-0.04227018769888209,0.03707384841280071,0.011828605914302957,-0.023104261677676173,-0.021844497449777345,0.0028142512285541862,0.017944546249008556,False,False,False,False,-0.033147900975704934,-0.039048330051579226
"(7.0, 10.0]",EXPANDING,-1,4.0,1.5,30,3826,161,1261,163,1259,1275.0605922510606,200.5004568862689,0.04208050182958704,0.04260324098274961,0.3295870360690016,0.6283324621014115,-0.3260585467851542,0.3332620471121434,-0.0452012191937293,-0.04232615385133515,0.05240471952071848,0.03406902681084284,-0.06916417034002263,0.023962951146293335,0.008011475018744198,0.04256393713639414,False,False,False,False,-0.029247331587049723,-0.037224275390389513
"(10.0, 14.0]",EXPANDING,1,2.0,0.75,15,2800,185,1346,195,1336,616.6739609042686,103.806775555842,0.06607142857142857,0.06964285714285715,0.4807142857142857,0.45321428571428574,-0.22839285714285715,0.22024070032295306,-0.045226005232704786,-0.03540457666127621,0.03707384841280071,0.06107423053711527,-0.021710731722448737,-0.02351527351025605,0.0049971980343133035,0.07411038720357584,False,False,False,False,-0.03223205497285269,-0.03872903010277874
"(14.0, inf]",STABLE,1,0.75,0.5,15,2242,741,1260,790,1211,29.523272677385265,56.74676184629103,0.3305084745762712,0.35236396074933096,0.5619982158786797,0.1074933095450491,-0.033117752007136486,0.013168275056817691,-0.04526025386659489,-0.01794089615027019,0.025310776916276107,0.33091616554651576,-0.03442667745147837,-0.010833576415116522,-0.00040769097024456746,0.3589196639449586,False,False,False,False,-0.03244744714137343,-0.03885385050398416
"(10.0, 14.0]",EXPANDING,-1,4.0,0.5,60,2771,172,2277,173,2276,427.202715633988,102.7589053624695,0.06207145434861061,0.06243233489714904,0.8217250090220137,0.11620353662937566,-0.16257668711656442,0.15416915035510215,-0.04549122689587928,-0.04386726442745633,0.037083690134417,0.05179574883948204,-0.07098095605469207,0.025489729158812785,0.010275705509128569,0.06395913596279428,False,False,False,False,-0.038035280715847095,-0.04176325380586319
"(0.0, 7.0]",EXPANDING,1,2.0,0.5,60,3062,625,2380,647,2358,39.92719135213803,239.44254018301092,0.20411495754408884,0.21129980404964077,0.7772697583278902,0.018615284128020937,0.019595035924232528,0.013039579148314185,-0.04556347120537978,-0.027601354941499956,0.07819808627792649,0.19283059467918623,-0.06285502365084546,0.01729155244546568,0.011284362864902614,0.21303195293667254,False,False,False,False,-0.09200369240288946,-0.06878358180413462
"(0.0, 7.0]",STABLE,-1,3.0,1.0,60,10983,1828,6993,1831,6990,1921.0196609248212,912.715133199325,0.16643904215605937,0.16671219156878814,0.6367112810707457,0.19684967677319498,-0.1373941546025676,0.1749084640740072,-0.04558822473591039,-0.04449562708499533,0.08310253420734999,0.16358568075117372,-0.06765348060934741,0.022065255873437016,0.0028533614048856515,0.17354491483396237,False,False,False,False,-0.04915877028939797,-0.047373497512654184
"(7.0, 10.0]",EXPANDING,-1,1.5,1.5,30,3826,1243,1192,1258,1177,-50.486717043962294,200.5004568862689,0.3248823836905384,0.3288029273392577,0.31155253528489285,0.3635650810245688,0.019994772608468374,-0.013195691856759617,-0.04560563876900972,-0.03384400782285185,0.05240471952071848,0.30788031402755145,-0.057394141683554334,0.011788502914544613,0.01700206966298695,0.3288998615351237,False,False,False,False,-0.07096543121858509,-0.058285534993797405
"(7.0, 10.0]",EXPANDING,-1,3.0,1.5,30,3826,348,1257,360,1245,867.2323600199628,200.5004568862689,0.09095661265028751,0.09409304756926294,0.3285415577626764,0.5805018295870361,-0.2199424986931521,0.22666815473600702,-0.04567906347786359,-0.03156510634247414,0.05240471952071848,0.07976596059842986,-0.06672018834249258,0.021041124864628988,0.011190652051857652,0.09228898240818369,False,False,False,False,-0.031636961335442595,-0.03865801240665309
"(0.0, 7.0]",EXPANDING,1,3.0,1.0,15,3185,119,1189,124,1184,934.4588748103246,248.0024988095714,0.03736263736263736,0.03893249607535322,0.37331240188383047,0.5893249607535322,-0.2612244897959184,0.29339368125912857,-0.04569658524309162,-0.0394171503922282,0.07786577670630185,0.026833631484794274,-0.06405928546697895,0.018362700223887328,0.010529005877843087,0.03519373397648358,False,True,False,False,-0.08646874520335868,-0.06608266522322515
"(7.0, 10.0]",STABLE,1,0.75,1.0,30,6501,3468,2504,3522,2450,-51.846740837685665,342.64702555540435,0.5334563913244116,0.5417628057221966,0.3851715120750654,0.08137209660052303,0.014920781418243347,-0.007975194714303286,-0.0457612315633118,-0.03122500636718813,0.05270681826725186,0.5289586727892164,-0.06016261221698538,0.014401380653673579,0.004497718535195205,0.5462892126701971,False,False,False,False,-0.06839704982287459,-0.057079140693093194
"(14.0, inf]",STABLE,-1,4.0,1.0,15,2242,10,688,10,688,601.9232396383096,56.74676184629103,0.0044603033006244425,0.0044603033006244425,0.3068688670829616,0.6886708296164139,-0.28902765388046386,0.26847602124813097,-0.04586240954860902,-0.04586240954860902,0.025310776916276107,0.004952246197382384,-0.037994046736287465,-0.007868362812321554,-0.0004919428967579418,0.009590256425042406,False,False,False,False,-0.018729643607667105,-0.032296026578138064
"(10.0, 14.0]",EXPANDING,1,2.0,0.5,30,2791,335,2027,345,2017,318.9399136376496,103.48692488951522,0.12002866356144751,0.12361160874238625,0.7262629881762809,0.15370834826227164,-0.12307416696524544,0.1142744226577032,-0.04587854218984794,-0.03692117923750111,0.037078797882305704,0.11287584869059165,-0.029803309908359867,-0.01607523228148807,0.007152814870855853,0.12997274738365744,False,False,False,False,-0.03968531547225487,-0.042781928831051405
"(7.0, 10.0]",EXPANDING,-1,1.5,0.75,30,3826,1017,2250,1038,2229,186.58128848955766,200.5004568862689,0.2658128593831678,0.2713016204913748,0.5880815473078934,0.1461055933089388,-0.042341871406168324,0.04876667237050645,-0.04597991855638035,-0.03363020606291459,0.05240471952071848,0.25344393423196565,-0.06218280257549809,0.016202884019117736,0.012368925151202137,0.2732907504425006,False,False,False,False,-0.0652035030719266,-0.055591710814153476
"(14.0, inf]",CONTRACTING,1,1.0,0.75,15,858,216,375,221,370,47.695532442213874,22.028981079620134,0.2517482517482518,0.25757575757575757,0.4370629370629371,0.31118881118881114,-0.07604895104895106,0.05558919865059892,-0.04613455552145252,-0.03593642032331732,0.02567480312310039,0.27626459143968873,-0.019753820408803857,-0.026380735112648664,-0.02451633969143696,0.3195826508471301,False,False,False,False,-0.004731883121629434,-0.025433219321540978
"(14.0, inf]",EXPANDING,-1,3.0,0.5,30,2551,140,1841,140,1841,443.711503210075,61.10121343036764,0.05488043904351235,0.05488043904351235,0.7216777734221874,0.22344178753430022,-0.19619756958055665,0.1739363007487554,-0.0462131361114436,-0.0462131361114436,0.023951867279642353,0.0533215234720992,-0.04039359894609836,-0.005819537165345237,0.001558915571413147,0.06618261282057916,False,False,False,False,0.028598248390556844,-0.008807443860443378
"(7.0, 10.0]",CONTRACTING,-1,1.5,0.75,60,3140,1001,2018,1005,2014,32.30271175525587,165.86538771846006,0.31878980891719744,0.3200636942675159,0.6426751592356688,0.038535031847133805,-0.003821656050955414,0.010287487820145182,-0.04635754011567012,-0.043491298077453555,0.05282337188485989,0.31484404359263435,-0.05277378304454427,0.006416242928874147,0.003945765324563089,0.3381948612513132,False,False,False,False,-0.10562273332968555,-0.07599013672267783
"(7.0, 10.0]",CONTRACTING,-1,4.0,0.75,60,3140,207,2239,207,2239,871.4585165484684,165.86538771846006,0.06592356687898089,0.06592356687898089,0.7130573248407643,0.22101910828025473,-0.2710987261146497,0.2775345594103403,-0.04638753858916931,-0.04638753858916931,0.05282337188485989,0.06989853438556934,-0.05597366042625419,0.009586121837084884,-0.003974967506588448,0.08295950024652052,False,False,False,False,-0.11170204359393582,-0.07904479109155256
"(0.0, 7.0]",STABLE,-1,2.0,0.75,60,10983,2798,7478,2817,7459,415.4808387076056,912.715133199325,0.2547573522716926,0.2564872985523081,0.6808704361285624,0.06437221159974504,-0.001138122553036511,0.03782944903101207,-0.04641120772937444,-0.04165385545768181,0.08310253420734999,0.24833724569640062,-0.0691350234450864,0.022723815715711963,0.0064201065752919895,0.25993970401238503,False,False,False,False,-0.049947811188740664,-0.04817950945905755
"(7.0, 10.0]",EXPANDING,1,2.0,0.5,30,3826,537,2796,553,2780,346.3011988353594,200.5004568862689,0.14035546262415055,0.14453737584945112,0.7307893361212755,0.12885520125457395,-0.08468374281233665,0.0905125977091896,-0.04657586462386552,-0.03612108156061408,0.05240471952071848,0.1255369574877796,-0.05948163335986959,0.012905768736004068,0.014818505136370952,0.1407676418399497,False,False,False,False,-0.036199127506123356,-0.041387496064994436
"(0.0, 7.0]",CONTRACTING,1,4.0,1.0,30,6638,205,3372,205,3372,2816.998315990866,574.381314253559,0.030882796022898465,0.030882796022898465,0.5079843326303103,0.46113287134679126,-0.3844531485387165,0.42437455799802143,-0.04660786355268046,-0.04660786355268046,0.08652927301198539,0.03588011819333052,-0.04354798640338092,-0.0030598771492995405,-0.004997322170432056,0.04243673022241499,False,False,False,False,-0.10147863667432991,-0.07404325011350518
"(10.0, 14.0]",EXPANDING,-1,4.0,0.75,30,2791,107,1722,108,1721,836.7692129056643,103.48692488951522,0.038337513436044426,0.0386958079541383,0.6169831601576495,0.34467932640630605,-0.3093873163740595,0.29980982189382455,-0.046656292362540645,-0.044954393401594746,0.037078797882305704,0.03128031037827352,-0.07494274257347801,0.028286450210937363,0.007057203057770904,0.04089335978316271,False,False,False,False,-0.04115852822887256,-0.043907410295706606
"(10.0, 14.0]",STABLE,1,3.0,0.5,30,3792,139,2691,139,2691,895.0807618398239,143.52642635421205,0.03665611814345992,0.03665611814345992,0.7096518987341772,0.25369198312236285,-0.24485759493670886,0.23604450470459493,-0.04666288621160024,-0.046662886211600245,0.0378497959794863,0.03734238603297769,-0.028303005149747425,-0.018359881061852813,-0.0006862678895177693,0.04624743021258551,False,False,False,False,-0.0905322644566392,-0.06859757533411973
"(10.0, 14.0]",EXPANDING,-1,3.0,0.5,30,2791,174,2069,177,2066,485.3120527703884,103.48692488951522,0.06234324614833393,0.06341812970261555,0.7413113579362236,0.19634539591544242,-0.18362594052311,0.17388464807251466,-0.04682009033290105,-0.04305799789291538,0.037078797882305704,0.05467992240543162,-0.0680914773805479,0.021271387047646848,0.007663323742902316,0.06710047227308368,False,False,False,False,-0.043650319595709926,-0.045235204964305484
"(14.0, inf]",EXPANDING,-1,2.0,0.75,15,2554,209,1133,211,1131,373.2326914941987,61.1663577254213,0.08183241973375098,0.08261550509005482,0.4436178543461237,0.4745497259201253,-0.16904855129209084,0.14613652760148735,-0.04686126320721323,-0.044707778477377676,0.02394923951660975,0.08277325787053413,-0.027759727038256708,-0.019101536168956525,-0.0009408381367831536,0.09842018574223238,False,False,False,False,0.01376085486643995,-0.01655020417038664
"(0.0, 7.0]",STABLE,-1,4.0,0.75,30,11530,392,7027,395,7024,4118.506409418332,957.4135127677637,0.03399826539462272,0.034258456201214225,0.6094535993061578,0.35654813529921947,-0.3210971379011275,0.35719916820627334,-0.046934701071069555,-0.04569879473975993,0.08303673137621541,0.033206697622062756,-0.07383991663348922,0.02690521556241967,0.0007915677725599674,0.03797530645934164,False,False,False,False,-0.04369730789422558,-0.04531600448264757
"(14.0, inf]",EXPANDING,-1,3.0,1.0,15,2554,78,804,78,804,511.08205733135617,61.1663577254213,0.030540328895849646,0.030540328895849646,0.31480031323414254,0.6546593578700077,-0.2231793265465936,0.20011043748291157,-0.04701812858029175,-0.04701812858029175,0.02394923951660975,0.026529890343119915,-0.030475808239391534,-0.016542320340900217,0.004010438552729732,0.03585898415087018,False,False,False,False,0.011909578048823087,-0.01755427526573433
"(0.0, 7.0]",EXPANDING,1,4.0,0.5,15,3185,38,2077,41,2074,984.2932406529732,248.0024988095714,0.011930926216640502,0.012872841444270016,0.6521193092621664,0.3359497645211931,-0.2783359497645212,0.30904026394127887,-0.04716146252954418,-0.042922844005211375,0.07786577670630185,0.006926287784963993,-0.06810647680164039,0.02094501427209621,0.005004638431676509,0.011388967355954405,False,True,False,False,-0.09397803193575409,-0.07056974723264914
"(14.0, inf]",STABLE,-1,4.0,1.5,15,2242,11,308,11,308,368.7502367142795,56.74676184629103,0.004906333630686887,0.004906333630686887,0.13737734165923282,0.8577163247100803,-0.1864406779661017,0.16447378979227453,-0.04727766509010328,-0.04727766509010328,0.025310776916276107,0.005482844004244782,-0.040698468187897574,-0.006579196902205708,-0.0005765103735578953,0.010337265214380227,False,False,False,False,-0.012286915141589404,-0.029782290115846342
"(10.0, 14.0]",EXPANDING,-1,2.0,0.5,60,2771,500,2175,507,2168,59.1338294262369,102.7589053624695,0.18044027426921688,0.1829664381089859,0.7849151930710935,0.0346445326596897,-0.03157704799711296,0.02134024880051855,-0.047320489331011406,-0.04100507973158882,0.037083690134417,0.16821402394331786,-0.06776151337342314,0.02044102404241173,0.012226250325899024,0.188393097067743,False,False,False,False,-0.043969410992821235,-0.04564495016191632
"(10.0, 14.0]",EXPANDING,-1,1.0,0.75,15,2800,873,1256,895,1234,40.26055287952356,103.806775555842,0.3117857142857143,0.3196428571428571,0.44857142857142857,0.2396428571428571,-0.024642857142857143,0.014378768885544128,-0.04733793667011373,-0.03358793667011373,0.03707384841280071,0.28823174411587205,-0.06559656091977724,0.018258624249663506,0.02355397016984223,0.312380008717174,False,False,False,False,-0.04172414236187997,-0.04453103951599685
"(14.0, inf]",STABLE,-1,1.5,0.5,60,2218,497,1648,509,1636,29.644007263129154,56.16247469205734,0.22407574391343552,0.22948602344454463,0.7430117222723174,0.03291253381424708,-0.03539224526600541,0.013365197142979781,-0.04734827205993155,-0.03652771299771334,0.025321223936905925,0.22204387372926698,-0.0469930409555712,-0.0003552311043603512,0.0020318701841685327,0.24704805418656325,False,False,False,False,-0.000896622169757292,-0.02412244711484442
